DISTRICT NAME,UNIT NAME, YEAR,VEHICLE_INVOLVED,ACCIDENT CLASIFICATION,ACCIDENT SPOT,ACCIDENT LOCATION,MAIN CAUSE,HIT-RUN,SEVERITY,COLLISION TYPE,JUNCTION CONTROL,ROAD CHARACTER,ROAD-TYPE,SURFACE-TYPE,SURFACE CONDITION,ROAD CONDITION,WEATHER,LANE-TYPE,ROAD MARKING,SPOT CONDITIONS,SIDE WALK,ACCIDENT-ROAD,Latitude ,Longitude
Itanagar District Arunachal Prades,Itanagar,2001,2,Road accident,Residential street,Intersection,Human Error,No,Low,Head-on,Traffic lights,Rural road,Main road,Gravel,Slippery,Potholes present,Rainy,Double lane,Newly painted,Poorly lit,Under construction,National Highway 27,27.0844,93.6053
East Khasi Hills Meghalaya,Shillong,2002,3,Road accident,Market area,Tunnel,Human Error,No,Critical,Rollover,Traffic lights,Flat,Local road,Asphalt,Muddy,Potholes present,Foggy,Triple lane,Newly painted,Obstructed view,Present,Park Street,91.8933,91.8933
Imphal East Manipur,Imphal,2013,4,Road accident,Highway intersection,Tunnel,Human Error,No,Moderate,Rear-end,No control,Flat,Service road,Cobblestone,Dry,Good,Foggy,Single lane,Partially visible,Well-lit,Absent,Ring Road,24.8108,93.9386
Kohima District NagalandDistrict Nagaland,Kohima,2016,2,Road accident,Highway intersection,Curve,Human Error,No,High,Side-impact,Stop sign,Curve,Local road,Gravel,Dry,Good,Windy,Multiple lanes,Faded,Congested,Well-maintained,MG Road,25.6751,94.1086
East Khasi Hills Meghalaya,Shillong,2011,3,Road accident,Commercial hub,Tunnel,Human Error,No,High,Side-impact,Yield sign,Hilly,Service road,Dirt,Dry,Poor,Windy,Single lane,Not visible,Congested,Present,Ring Road,91.8933,91.8933
Imphal East Manipur,Imphal,2009,2,Road accident,Near school,Tunnel,Human Error,No,Critical,Rear-end,Yield sign,Hilly,Local road,Asphalt,Dry,Good,Windy,Single lane,Faded,Congested,Absent,National Highway 27,24.8108,93.9386
Gangtok District Sikim District Sikim,Gangtok District Sikim,2015,3,Road accident,Commercial hub,Intersection,Human Error,Yes,Low,Rollover,Stop sign,Hilly,Main road,Cobblestone,Slippery,Potholes present,Windy,Single lane,Clearly visible,Well-lit,Absent,Ring Road,27.3314,88.6138
Kamrup Metropolitan Distric Assam,Guwahati,2014,1,Road accident,Residential street,Tunnel,Human Error,Yes,Critical,Rollover,Traffic lights,Curve,Main road,Gravel,Dry,Poor,Foggy,Double lane,Clearly visible,Poorly lit,Under construction,Ring Road,26.1158,91.7086
Kohima District NagalandDistrict Nagaland,Kohima,2020,3,Road accident,Highway intersection,Tunnel,Human Error,Yes,Critical,Head-on,Yield sign,Rural road,Highway,Cobblestone,Slippery,Poor,Clear,Double lane,Clearly visible,Congested,Damaged,Ring Road,25.6751,94.1086
Itanagar District Arunachal Prades,Itanagar,2003,2,Road accident,Near school,Bridge,Human Error,No,High,Rear-end,Stop sign,Curve,Highway,Gravel,Slippery,Potholes present,Foggy,Triple lane,Faded,Obstructed view,Present,MG Road,27.0844,93.6053
Kamrup Metropolitan Distric Assam,Guwahati,2010,3,Road accident,Highway intersection,Curve,Human Error,Yes,Critical,Rollover,Traffic lights,Curve,Local road,Dirt,Wet,Fair,Rainy,Triple lane,Not visible,Clear view,Well-maintained,Park Street,26.1158,91.7086
Gangtok District Sikim District Sikim,Gangtok District Sikim,2014,4,Road accident,Near school,Bridge,Human Error,No,Low,Rollover,Traffic lights,Flat,Highway,Gravel,Wet,Poor,Foggy,Single lane,Not visible,Well-lit,Well-maintained,Ring Road,27.3314,88.6138
Itanagar District Arunachal Prades,Itanagar,2012,2,Road accident,Commercial hub,Intersection,Human Error,Yes,High,Side-impact,Yield sign,Flat,Secondary road,Concrete,Dry,Under construction,Foggy,Multiple lanes,Faded,Clear view,Well-maintained,State Highway 1,27.0844,93.6053
Aizawl District Mizoram,Aizawl,2009,3,Road accident,Residential street,Curve,Human Error,Yes,Moderate,Head-on,Stop sign,Curve,Secondary road,Dirt,Muddy,Potholes present,Rainy,Double lane,Clearly visible,Well-lit,Absent,State Highway 1,23.7307,92.7173
Imphal East Manipur,Imphal,2020,1,Road accident,Commercial hub,Straight road,Human Error,No,Low,Rollover,Yield sign,Flat,Secondary road,Asphalt,Slippery,Good,Clear,Triple lane,Partially visible,Clear view,Absent,MG Road,24.8108,93.9386
Kohima District NagalandDistrict Nagaland,Kohima,2021,2,Road accident,Highway intersection,Tunnel,Human Error,Yes,Critical,Head-on,Stop sign,Hilly,Local road,Dirt,Wet,Potholes present,Rainy,Multiple lanes,Not visible,Well-lit,Damaged,Park Street,25.6751,94.1086
Imphal East Manipur,Imphal,2008,3,Road accident,Market area,Tunnel,Human Error,Yes,High,Rear-end,No control,Urban road,Highway,Cobblestone,Slippery,Fair,Clear,Single lane,Faded,Clear view,Present,Ring Road,24.8108,93.9386
Aizawl District Mizoram,Aizawl,2000,4,Road accident,Near school,Straight road,Human Error,Yes,Low,Head-on,No control,Curve,Service road,Gravel,Slippery,Fair,Windy,Triple lane,Faded,Poorly lit,Present,State Highway 1,23.7307,92.7173
Aizawl District Mizoram,Aizawl,2018,2,Road accident,Market area,Bridge,Human Error,No,High,Rear-end,Stop sign,Straight,Main road,Gravel,Slippery,Potholes present,Rainy,Divided,Faded,Poorly lit,Present,MG Road,23.7307,92.7173
Itanagar District Arunachal Prades,Itanagar,2001,2,Road accident,Near school,Tunnel,Human Error,No,Critical,Head-on,Traffic lights,Straight,Secondary road,Gravel,Slippery,Good,Clear,Single lane,Clearly visible,Well-lit,Damaged,Ring Road,27.0844,93.6053
East Khasi Hills Meghalaya,Shillong,2012,3,Road accident,Highway intersection,Intersection,Human Error,Yes,Low,Rollover,Traffic lights,Urban road,Local road,Asphalt,Dry,Under construction,Windy,Divided,Faded,Poorly lit,Well-maintained,Ring Road,91.8933,91.8933
Kohima District NagalandDistrict Nagaland,Kohima,2006,4,Road accident,Highway intersection,Tunnel,Human Error,Yes,Low,Side-impact,Stop sign,Curve,Highway,Dirt,Wet,Potholes present,Rainy,Triple lane,Not visible,Obstructed view,Absent,Ring Road,25.6751,94.1086
Aizawl District Mizoram,Aizawl,2007,1,Road accident,Market area,Bridge,Human Error,No,Critical,Head-on,Stop sign,Flat,Main road,Cobblestone,Muddy,Good,Rainy,Triple lane,Newly painted,Well-lit,Absent,MG Road,23.7307,92.7173
Gangtok District Sikim District Sikim,Gangtok District Sikim,2019,4,Road accident,Highway intersection,Curve,Human Error,Yes,High,Head-on,No control,Hilly,Highway,Asphalt,Wet,Good,Clear,Divided,Clearly visible,Obstructed view,Well-maintained,State Highway 1,27.3314,88.6138
Gangtok District Sikim District Sikim,Gangtok District Sikim,2013,3,Road accident,Residential street,Bridge,Human Error,No,High,Rear-end,Traffic lights,Urban road,Secondary road,Cobblestone,Dry,Under construction,Rainy,Double lane,Faded,Congested,Under construction,State Highway 1,27.3314,88.6138
Gangtok District Sikim District Sikim,Gangtok District Sikim,2019,2,Road accident,Market area,Intersection,Human Error,No,Critical,Rear-end,No control,Curve,Local road,Gravel,Muddy,Under construction,Rainy,Double lane,Newly painted,Clear view,Well-maintained,State Highway 1,27.3314,88.6138
Kohima District NagalandDistrict Nagaland,Kohima,2016,4,Road accident,Residential street,Tunnel,Human Error,Yes,Moderate,Head-on,Stop sign,Urban road,Highway,Cobblestone,Dry,Fair,Windy,Triple lane,Clearly visible,Congested,Well-maintained,State Highway 1,25.6751,94.1086
Gangtok District Sikim District Sikim,Gangtok District Sikim,2012,3,Road accident,Residential street,Curve,Human Error,No,Moderate,Side-impact,No control,Curve,Secondary road,Cobblestone,Wet,Good,Clear,Triple lane,Partially visible,Poorly lit,Well-maintained,MG Road,27.3314,88.6138
Itanagar District,Itanagar,2016,2,Road accident,Highway intersection,Intersection,Human Error,No,Low,Rear-end,No control,Curve,Local road,Dirt,Slippery,Good,Windy,Multiple lanes,Clearly visible,Obstructed view,Damaged,MG Road,27.0844,93.6053
Gangtok District Sikim,Gangtok District Sikim,2007,2,Road accident,Residential street,Intersection,Human Error,No,High,Rear-end,No control,Urban road,Local road,Gravel,Muddy,Under construction,Rainy,Triple lane,Faded,Well-lit,Present,National Highway 27,27.3314,88.6138
Gangtok District Sikim,Gangtok District Sikim,2000,2,Road accident,Near school,Tunnel,Human Error,No,Low,Rear-end,Stop sign,Flat,Local road,Dirt,Wet,Potholes present,Windy,Single lane,Newly painted,Obstructed view,Well-maintained,Park Street,27.3314,88.6138
Kohima District Nagaland,Kohima,2009,2,Road accident,Highway intersection,Curve,Human Error,No,Moderate,Side-impact,Yield sign,Urban road,Local road,Asphalt,Wet,Good,Foggy,Divided,Partially visible,Poorly lit,Absent,MG Road,25.6751,94.1086
Kamrup Metropoliton District Assam,Guwahati,2004,4,Road accident,Market area,Tunnel,Human Error,Yes,Low,Rollover,Traffic lights,Flat,Local road,Dirt,Slippery,Poor,Foggy,Single lane,Faded,Poorly lit,Present,Ring Road,26.1158,91.7086
Kohima District Nagaland,Kohima,2009,3,Road accident,Near school,Bridge,Human Error,Yes,Low,Side-impact,Traffic lights,Flat,Service road,Concrete,Slippery,Poor,Foggy,Double lane,Faded,Clear view,Absent,Park Street,25.6751,94.1086
Gangtok District Sikim,Gangtok District Sikim,2015,4,Road accident,Near school,Straight road,Human Error,No,Low,Rollover,Stop sign,Rural road,Secondary road,Concrete,Muddy,Good,Rainy,Multiple lanes,Clearly visible,Well-lit,Absent,State Highway 1,27.3314,88.6138
Itanagar District,Itanagar,2014,2,Road accident,Commercial hub,Straight road,Human Error,Yes,High,Rollover,Traffic lights,Curve,Service road,Concrete,Slippery,Under construction,Windy,Multiple lanes,Partially visible,Obstructed view,Damaged,State Highway 1,27.0844,93.6053
Aizawl District Mizoram ,Aizawl,2021,1,Road accident,Highway intersection,Intersection,Human Error,Yes,Moderate,Head-on,No control,Straight,Secondary road,Concrete,Dry,Poor,Clear,Triple lane,Clearly visible,Well-lit,Damaged,Ring Road,23.7307,92.7173
Imphal West Manipur,Imphal,2012,4,Road accident,Commercial hub,Straight road,Human Error,No,High,Head-on,Yield sign,Curve,Service road,Cobblestone,Muddy,Under construction,Rainy,Single lane,Clearly visible,Congested,Absent,Ring Road,24.8108,93.9386
Aizawl District Mizoram ,Aizawl,2008,2,Road accident,Commercial hub,Straight road,Human Error,Yes,Critical,Side-impact,No control,Straight,Highway,Cobblestone,Dry,Good,Foggy,Divided,Partially visible,Well-lit,Present,Park Street,23.7307,92.7173
Aizawl District Mizoram ,Aizawl,2009,4,Road accident,Residential street,Curve,Human Error,Yes,Critical,Side-impact,Yield sign,Rural road,Highway,Cobblestone,Wet,Under construction,Rainy,Single lane,Not visible,Obstructed view,Well-maintained,Ring Road,23.7307,92.7173
East Kashi Hills Meghalaya,Shillong,2000,2,Road accident,Residential street,Straight road,Human Error,No,Moderate,Head-on,Stop sign,Flat,Secondary road,Dirt,Wet,Fair,Clear,Single lane,Clearly visible,Well-lit,Damaged,MG Road,91.8933,91.8933
East Kashi Hills Meghalaya,Shillong,2019,2,Road accident,Highway intersection,Straight road,Human Error,Yes,Moderate,Side-impact,Stop sign,Urban road,Main road,Asphalt,Dry,Good,Rainy,Multiple lanes,Newly painted,Poorly lit,Present,National Highway 27,91.8933,91.8933
East Kashi Hills Meghalaya,Shillong,2013,4,Road accident,Commercial hub,Bridge,Human Error,Yes,Moderate,Rollover,Yield sign,Urban road,Service road,Gravel,Slippery,Poor,Rainy,Single lane,Newly painted,Obstructed view,Present,Park Street,91.8933,91.8933
Kamrup Metropoliton District Assam,Guwahati,2021,1,Road accident,Commercial hub,Intersection,Human Error,No,High,Rear-end,Yield sign,Straight,Local road,Gravel,Muddy,Potholes present,Windy,Double lane,Faded,Congested,Well-maintained,State Highway 1,26.1158,91.7086
Gangtok District Sikim,Gangtok District Sikim,2020,3,Road accident,Highway intersection,Curve,Human Error,Yes,High,Side-impact,No control,Urban road,Service road,Dirt,Wet,Fair,Foggy,Double lane,Clearly visible,Well-lit,Damaged,Park Street,27.3314,88.6138
Gangtok District Sikim,Gangtok District Sikim,2020,3,Road accident,Near school,Intersection,Human Error,No,High,Side-impact,No control,Curve,Local road,Concrete,Dry,Under construction,Clear,Divided,Faded,Poorly lit,Damaged,Ring Road,27.3314,88.6138
East Kashi Hills Meghalaya,Shillong,2017,4,Road accident,Residential street,Intersection,Human Error,Yes,Moderate,Rollover,Yield sign,Flat,Main road,Concrete,Muddy,Potholes present,Windy,Single lane,Newly painted,Poorly lit,Well-maintained,Ring Road,91.8933,91.8933
Kamrup Metropoliton District Assam,Guwahati,2022,1,Road accident,Market area,Curve,Human Error,Yes,Low,Rear-end,No control,Curve,Local road,Concrete,Wet,Potholes present,Foggy,Single lane,Not visible,Poorly lit,Under construction,Ring Road,26.1158,91.7086
Kamrup Metropoliton District Assam,Guwahati,2021,1,Road accident,Commercial hub,Straight road,Human Error,No,Low,Side-impact,Yield sign,Urban road,Highway,Concrete,Muddy,Poor,Foggy,Double lane,Partially visible,Clear view,Present,National Highway 27,26.1158,91.7086
Kamrup Metropoliton District Assam,Guwahati,2013,1,Road accident,Near school,Bridge,Human Error,No,Low,Side-impact,Yield sign,Curve,Secondary road,Asphalt,Slippery,Good,Clear,Multiple lanes,Clearly visible,Well-lit,Absent,Park Street,26.1158,91.7086
Aizawl District Mizoram ,Aizawl,2010,3,Road accident,Near school,Curve,Human Error,Yes,Critical,Head-on,No control,Rural road,Secondary road,Cobblestone,Dry,Potholes present,Clear,Divided,Not visible,Congested,Absent,Ring Road,23.7307,92.7173
East Kashi Hills Meghalaya,Shillong,2010,2,Road accident,Near school,Tunnel,Human Error,Yes,Moderate,Side-impact,Stop sign,Flat,Service road,Concrete,Dry,Fair,Foggy,Double lane,Faded,Obstructed view,Damaged,Park Street,91.8933,91.8933
Itanagar District,Itanagar,2012,1,Road accident,Highway intersection,Bridge,Human Error,Yes,Critical,Side-impact,No control,Flat,Main road,Gravel,Wet,Good,Clear,Triple lane,Clearly visible,Clear view,Absent,National Highway 27,27.0844,93.6053
East Kashi Hills Meghalaya,Shillong,2009,2,Road accident,Market area,Straight road,Human Error,No,Critical,Head-on,Traffic lights,Hilly,Local road,Concrete,Muddy,Poor,Rainy,Double lane,Clearly visible,Congested,Damaged,State Highway 1,91.8933,91.8933
Imphal West Manipur,Imphal,2000,2,Road accident,Market area,Straight road,Human Error,Yes,Critical,Rear-end,Yield sign,Curve,Secondary road,Gravel,Wet,Good,Rainy,Triple lane,Partially visible,Congested,Well-maintained,Park Street,24.8108,93.9386
Aizawl District Mizoram ,Aizawl,2022,3,Road accident,Commercial hub,Intersection,Human Error,No,High,Rollover,Traffic lights,Flat,Secondary road,Concrete,Dry,Potholes present,Rainy,Single lane,Faded,Congested,Under construction,Park Street,23.7307,92.7173
East Kashi Hills Meghalaya,Shillong,2016,4,Road accident,Near school,Curve,Human Error,No,Low,Head-on,Yield sign,Urban road,Local road,Gravel,Slippery,Poor,Windy,Triple lane,Faded,Clear view,Present,MG Road,91.8933,91.8933
Imphal West Manipur,Imphal,2003,4,Road accident,Highway intersection,Tunnel,Human Error,Yes,Critical,Rollover,Traffic lights,Urban road,Secondary road,Gravel,Slippery,Potholes present,Windy,Divided,Faded,Clear view,Well-maintained,State Highway 1,24.8108,93.9386
East Kashi Hills Meghalaya,Shillong,2009,4,Road accident,Residential street,Curve,Human Error,No,Low,Head-on,Yield sign,Rural road,Secondary road,Asphalt,Slippery,Fair,Foggy,Multiple lanes,Clearly visible,Well-lit,Absent,MG Road,91.8933,91.8933
Kamrup Metropoliton District Assam,Guwahati,2013,4,Road accident,Residential street,Intersection,Human Error,No,High,Rear-end,No control,Rural road,Local road,Asphalt,Wet,Good,Clear,Divided,Clearly visible,Well-lit,Under construction,Park Street,26.1158,91.7086
Kohima District Nagaland,Kohima,2017,2,Road accident,Market area,Bridge,Human Error,No,Critical,Rear-end,Stop sign,Straight,Highway,Cobblestone,Wet,Good,Foggy,Triple lane,Faded,Clear view,Under construction,Ring Road,25.6751,94.1086
Aizawl District Mizoram ,Aizawl,2001,2,Road accident,Near school,Intersection,Human Error,Yes,High,Rear-end,No control,Flat,Highway,Dirt,Muddy,Good,Windy,Double lane,Not visible,Congested,Present,MG Road,23.7307,92.7173
Imphal West Manipur,Imphal,2017,3,Road accident,Commercial hub,Straight road,Human Error,No,Low,Side-impact,Yield sign,Hilly,Local road,Asphalt,Wet,Potholes present,Foggy,Multiple lanes,Newly painted,Congested,Damaged,Park Street,24.8108,93.9386
Kamrup Metropoliton District Assam,Guwahati,2018,3,Road accident,Highway intersection,Straight road,Human Error,No,Moderate,Rear-end,No control,Flat,Local road,Concrete,Muddy,Under construction,Clear,Divided,Partially visible,Poorly lit,Well-maintained,MG Road,26.1158,91.7086
Kamrup Metropoliton District Assam,Guwahati,2001,3,Road accident,Residential street,Curve,Human Error,Yes,Critical,Head-on,Traffic lights,Rural road,Local road,Cobblestone,Muddy,Fair,Rainy,Multiple lanes,Clearly visible,Poorly lit,Under construction,National Highway 27,26.1158,91.7086
Itanagar District,Itanagar,2018,1,Road accident,Residential street,Straight road,Human Error,Yes,Critical,Head-on,Yield sign,Curve,Service road,Asphalt,Wet,Fair,Windy,Divided,Not visible,Obstructed view,Absent,Ring Road,27.0844,93.6053
Kohima District Nagaland,Kohima,2006,2,Road accident,Market area,Intersection,Human Error,Yes,Moderate,Rollover,Stop sign,Rural road,Local road,Gravel,Slippery,Potholes present,Foggy,Single lane,Clearly visible,Obstructed view,Damaged,Park Street,25.6751,94.1086
Kohima District Nagaland,Kohima,2006,3,Road accident,Near school,Straight road,Human Error,Yes,Critical,Rollover,Yield sign,Rural road,Service road,Dirt,Dry,Potholes present,Windy,Divided,Clearly visible,Obstructed view,Under construction,Ring Road,25.6751,94.1086
Kohima District Nagaland,Kohima,2000,2,Road accident,Near school,Tunnel,Human Error,No,High,Rear-end,Traffic lights,Hilly,Secondary road,Cobblestone,Dry,Potholes present,Clear,Divided,Clearly visible,Well-lit,Present,National Highway 27,25.6751,94.1086
Aizawl District Mizoram ,Aizawl,2015,1,Road accident,Market area,Tunnel,Human Error,No,Low,Rollover,Yield sign,Hilly,Local road,Asphalt,Muddy,Potholes present,Foggy,Triple lane,Not visible,Clear view,Under construction,State Highway 1,23.7307,92.7173
